AL0_P,TM-score,TM-align,AL4_P,QCS,Z-score,Handed.,SS,DFM,GDT_TS
91.62,0.907,0.907,96.41,95.94,9.86,0.96,0.673,0.05,85.03
91.62,0.907,0.907,96.41,95.94,9.86,0.96,0.673,0.05,85.03
91.62,0.907,0.907,96.41,95.94,9.86,0.96,0.673,0.05,85.03
88.02,0.891,0.891,94.01,96.43,9.54,0.96,0.704,0.04,84.88
88.02,0.891,0.891,94.01,96.43,9.54,0.96,0.704,0.04,84.88
89.22,0.898,0.898,94.61,95.84,9.7,0.96,0.684,0.05,84.88
91.02,0.903,0.904,96.41,95.7,9.86,0.96,0.676,0.05,84.88
92.22,0.912,0.912,97.6,95.59,9.86,0.96,0.668,0.05,84.88
93.41,0.905,0.906,97.6,95.81,9.86,0.96,0.647,0.05,84.88
91.02,0.903,0.904,96.41,95.7,9.86,0.96,0.676,0.05,84.88
89.22,0.9,0.9,95.21,95.77,9.78,0.96,0.686,0.05,84.88
89.82,0.901,0.901,95.21,95.69,9.7,0.96,0.708,0.05,84.73
97.6,0.91,0.91,98.8,96.58,10.02,0.96,0.64,0.04,84.73
90.42,0.902,0.902,95.81,95.79,9.86,0.96,0.687,0.05,84.58
84.43,0.875,0.878,90.42,95.82,8.81,0.96,0.679,0.06,84.58
89.82,0.9,0.9,95.21,95.68,9.78,0.96,0.684,0.05,84.43
89.22,0.894,0.894,94.61,95.63,9.7,0.96,0.645,0.05,84.43
89.22,0.894,0.894,94.61,95.63,9.7,0.96,0.645,0.05,84.43
86.23,0.892,0.897,93.41,96.11,9.14,0.96,0.692,0.05,84.43
91.62,0.904,0.904,97.01,96.57,9.86,0.96,0.643,0.04,84.43
89.82,0.9,0.9,95.21,95.68,9.78,0.96,0.684,0.05,84.43
91.02,0.906,0.906,96.41,93.77,9.86,0.96,0.46,0.09,84.28
83.83,0.864,0.883,91.62,97.01,9.3,0.96,0.616,0.06,84.28
82.63,0.847,0.873,87.43,97.23,8.73,0.95,0.644,0.06,84.28
91.62,0.908,0.908,96.41,95.84,9.94,0.96,0.682,0.05,84.28
91.62,0.908,0.908,96.41,95.84,9.94,0.96,0.682,0.05,84.28
87.43,0.889,0.895,94.61,97.36,9.38,0.97,0.738,0.02,84.13
86.23,0.887,0.888,92.81,96.85,9.54,0.96,0.712,0.06,83.98
89.22,0.89,0.89,93.41,95.67,9.62,0.96,0.686,0.05,83.98
92.81,0.904,0.904,97.6,95.27,9.94,0.96,0.658,0.06,83.83
90.42,0.902,0.902,96.41,95.35,9.86,0.96,0.658,0.05,83.68
88.62,0.9,0.907,95.21,95.41,9.62,0.96,0.681,0.05,83.68
92.22,0.902,0.902,97.6,95.45,9.86,0.96,0.657,0.06,83.53
88.62,0.892,0.892,93.41,95.67,9.7,0.96,0.68,0.05,83.53
92.22,0.902,0.902,97.6,95.45,9.86,0.96,0.657,0.06,83.53
88.02,0.887,0.887,93.41,95.64,9.62,0.96,0.684,0.05,83.38
88.02,0.887,0.887,93.41,95.62,9.62,0.96,0.677,0.05,83.38
89.22,0.895,0.896,95.81,95.4,9.7,0.96,0.663,0.05,83.23
88.62,0.888,0.888,94.01,94.51,9.62,0.95,0.539,0.06,83.23
89.22,0.895,0.896,95.81,95.4,9.7,0.96,0.663,0.05,83.23
91.62,0.907,0.907,97.6,95.31,9.86,0.96,0.667,0.06,83.08
91.02,0.9,0.901,95.21,94.14,9.78,0.96,0.426,0.06,83.08
91.62,0.9,0.9,96.41,95.43,9.94,0.96,0.671,0.05,82.93
95.21,0.893,0.893,97.6,96.2,9.86,0.96,0.646,0.04,82.78
89.22,0.898,0.898,96.41,95.4,9.86,0.96,0.658,0.05,82.78
90.42,0.895,0.896,96.41,95.11,9.86,0.96,0.658,0.06,82.64
89.22,0.895,0.896,97.01,95.53,9.86,0.96,0.674,0.05,82.64
89.22,0.895,0.896,97.01,95.53,9.86,0.96,0.674,0.05,82.64
91.02,0.891,0.891,97.6,94.13,9.94,0.95,0.564,0.06,82.48
80.84,0.845,0.861,89.82,96.24,9.06,0.95,0.66,0.06,82.48
85.03,0.87,0.867,89.22,96.26,9.22,0.95,0.683,0.06,82.48
76.05,0.813,0.815,79.04,96.14,7.21,0.95,0.658,0.03,82.33
90.42,0.894,0.895,97.6,95.26,9.94,0.96,0.658,0.05,82.33
89.22,0.894,0.895,96.41,95.17,9.86,0.96,0.649,0.06,82.33
91.02,0.895,0.895,97.01,95.24,9.94,0.96,0.653,0.05,82.33
91.02,0.88,0.88,95.81,95.97,9.78,0.96,0.644,0.04,82.04
85.03,0.882,0.882,94.61,95.07,9.7,0.96,0.651,0.06,81.44
91.02,0.893,0.893,96.41,93.77,9.86,0.95,0.432,0.08,81.44
90.42,0.892,0.892,95.21,94.41,9.78,0.96,0.562,0.07,81.44
88.62,0.889,0.889,97.01,95.38,9.7,0.96,0.65,0.05,81.44
90.42,0.87,0.87,94.01,96.11,9.78,0.96,0.647,0.04,81.44
89.22,0.887,0.887,92.22,94.89,9.54,0.95,0.599,0.05,81.29
83.23,0.85,0.85,91.02,95.61,9.14,0.96,0.71,0.05,81.14
94.01,0.881,0.881,97.6,96.0,9.86,0.96,0.626,0.04,81.14
89.22,0.887,0.888,96.41,95.02,9.86,0.96,0.675,0.05,80.99
89.22,0.887,0.888,96.41,95.02,9.86,0.96,0.675,0.05,80.99
79.04,0.815,0.814,80.84,93.58,7.61,0.93,0.657,0.08,80.69
85.63,0.874,0.874,94.01,94.29,9.54,0.95,0.573,0.07,80.54
76.05,0.804,0.816,79.64,96.21,7.77,0.94,0.65,0.05,80.09
89.82,0.887,0.887,97.6,93.46,9.94,0.95,0.483,0.07,79.94
80.24,0.811,0.825,86.83,96.4,8.73,0.94,0.623,0.05,79.79
80.84,0.803,0.822,82.63,91.16,8.01,0.88,0.657,0.57,79.49
78.44,0.798,0.794,79.64,88.94,7.53,0.86,0.664,0.64,79.19
78.44,0.798,0.794,79.64,88.94,7.53,0.86,0.664,0.64,79.19
88.62,0.869,0.866,92.22,95.05,9.14,0.94,0.444,0.16,79.04
82.04,0.873,0.873,93.41,94.41,9.46,0.95,0.638,0.06,79.04
85.03,0.871,0.871,93.41,93.85,9.62,0.95,0.544,0.07,78.89
72.46,0.783,0.785,77.84,92.66,7.77,0.94,0.646,0.07,78.59
76.05,0.788,0.802,77.25,93.43,7.61,0.92,0.688,0.32,78.59
89.22,0.871,0.869,92.22,95.27,9.14,0.94,0.471,0.14,78.44
89.22,0.869,0.867,92.22,95.12,9.14,0.94,0.446,0.15,78.44
88.02,0.869,0.867,92.22,95.07,9.14,0.94,0.454,0.14,78.29
76.65,0.795,0.802,80.24,95.86,7.93,0.93,0.654,0.05,78.14
80.84,0.806,0.815,82.63,90.4,8.01,0.87,0.624,0.57,77.84
80.84,0.806,0.815,82.63,90.4,8.01,0.87,0.624,0.57,77.84
80.84,0.806,0.815,82.63,90.4,8.01,0.87,0.624,0.57,77.84
88.62,0.868,0.866,92.22,95.13,9.14,0.94,0.441,0.17,77.84
80.84,0.806,0.815,82.63,90.4,8.01,0.87,0.624,0.57,77.84
71.26,0.743,0.783,78.44,94.73,7.93,0.92,0.669,0.08,77.39
80.24,0.796,0.793,80.84,87.67,7.69,0.85,0.668,0.37,77.25
73.65,0.797,0.794,79.64,91.29,7.29,0.93,0.686,0.08,77.1
74.25,0.783,0.794,77.84,93.15,7.29,0.92,0.66,0.19,76.95
74.25,0.783,0.794,77.84,93.15,7.29,0.92,0.66,0.19,76.95
73.65,0.778,0.79,79.64,95.28,7.21,0.93,0.591,0.03,76.8
73.05,0.781,0.798,77.25,95.13,7.37,0.94,0.607,0.06,76.65
74.85,0.765,0.778,77.25,92.69,7.21,0.91,0.674,0.31,76.65
78.44,0.796,0.808,82.04,88.49,7.85,0.87,0.635,0.54,75.6
78.44,0.796,0.808,82.04,88.49,7.85,0.87,0.635,0.54,75.6
78.44,0.796,0.808,82.04,88.49,7.85,0.87,0.635,0.54,75.6
78.44,0.796,0.808,82.04,88.49,7.85,0.87,0.635,0.54,75.6
78.44,0.796,0.808,82.04,88.49,7.85,0.87,0.635,0.54,75.6
78.44,0.796,0.808,82.04,88.49,7.85,0.87,0.635,0.54,75.6
78.44,0.796,0.808,82.04,88.49,7.85,0.87,0.635,0.54,75.6
78.44,0.796,0.808,82.04,88.49,7.85,0.87,0.635,0.54,75.6
80.84,0.841,0.842,88.02,94.36,9.06,0.95,0.591,0.06,75.45
73.65,0.785,0.786,82.63,95.18,8.25,0.94,0.606,0.06,75.3
79.64,0.838,0.841,92.22,93.49,9.22,0.94,0.625,0.06,75.0
70.66,0.73,0.778,74.25,90.12,6.81,0.9,0.655,0.32,74.25
80.24,0.79,0.802,82.63,88.5,8.17,0.86,0.438,0.6,74.1
68.86,0.734,0.757,73.05,90.99,6.81,0.89,0.649,0.12,73.95
75.45,0.785,0.801,81.44,89.7,7.85,0.93,0.54,0.28,73.95
68.86,0.734,0.757,73.05,90.99,6.81,0.89,0.649,0.12,73.95
70.06,0.729,0.761,73.05,89.41,6.81,0.9,0.651,0.36,73.8
70.06,0.731,0.758,75.45,93.44,7.21,0.92,0.645,0.07,73.8
69.46,0.724,0.735,73.65,89.92,6.81,0.91,0.644,0.07,73.5
70.06,0.723,0.733,71.86,89.22,6.65,0.89,0.656,0.36,73.2
69.46,0.724,0.765,72.46,90.29,6.97,0.9,0.644,0.19,72.9
70.06,0.72,0.732,73.05,89.01,6.57,0.89,0.665,0.34,72.45
74.25,0.774,0.785,80.24,87.69,7.85,0.86,0.553,0.58,72.45
70.66,0.732,0.763,77.25,93.06,7.13,0.91,0.628,0.1,72.31
69.46,0.72,0.738,73.05,89.16,6.81,0.89,0.683,0.34,72.31
69.46,0.72,0.738,73.05,89.16,6.81,0.89,0.683,0.34,72.31
68.86,0.718,0.73,73.05,88.69,6.49,0.89,0.676,0.32,72.16
74.25,0.776,0.787,80.24,87.99,7.85,0.86,0.589,0.58,72.01
74.25,0.776,0.787,80.24,87.99,7.85,0.86,0.589,0.58,72.01
74.25,0.776,0.787,80.24,87.99,7.85,0.86,0.589,0.58,72.01
74.25,0.776,0.787,80.24,87.99,7.85,0.86,0.589,0.58,72.01
68.86,0.719,0.726,72.46,89.08,6.49,0.89,0.678,0.46,71.86
68.86,0.719,0.726,72.46,89.08,6.49,0.89,0.678,0.46,71.86
68.86,0.718,0.753,73.05,88.66,6.57,0.89,0.654,0.38,71.56
68.86,0.718,0.753,73.05,88.66,6.57,0.89,0.654,0.38,71.56
67.66,0.716,0.728,73.05,88.64,6.65,0.89,0.669,0.37,71.41
67.66,0.716,0.728,73.05,88.64,6.65,0.89,0.669,0.37,71.41
74.25,0.771,0.782,80.24,87.61,7.61,0.86,0.592,0.59,70.96
74.25,0.771,0.782,80.24,87.61,7.61,0.86,0.592,0.59,70.96
74.25,0.771,0.782,80.24,87.61,7.61,0.86,0.592,0.59,70.96
76.05,0.772,0.784,82.04,86.24,8.09,0.86,0.393,0.58,70.36
67.66,0.712,0.722,71.86,88.38,6.33,0.89,0.651,0.27,70.36
67.07,0.706,0.732,72.46,87.23,6.25,0.88,0.632,0.43,69.46
67.07,0.706,0.732,72.46,87.23,6.25,0.88,0.632,0.43,69.46
71.86,0.761,0.773,79.64,85.67,7.61,0.85,0.423,0.61,69.46
71.86,0.745,0.74,76.05,89.84,7.29,0.9,0.519,0.3,68.56
71.86,0.745,0.743,76.65,89.88,6.65,0.89,0.537,0.21,68.26
61.68,0.693,0.705,70.06,90.3,6.08,0.9,0.592,0.2,67.52
72.46,0.758,0.768,80.24,85.86,7.61,0.85,0.394,0.56,67.52
63.47,0.675,0.688,66.47,85.95,5.52,0.86,0.577,0.29,66.47
63.47,0.675,0.688,66.47,85.95,5.52,0.86,0.577,0.29,66.47
63.47,0.678,0.669,65.87,86.81,5.28,0.77,0.649,0.35,66.17
63.47,0.678,0.669,65.87,86.81,5.28,0.77,0.649,0.35,66.17
63.47,0.672,0.674,64.07,86.97,5.36,0.77,0.67,0.59,66.02
64.07,0.674,0.662,65.27,85.97,5.44,0.76,0.611,0.65,66.02
64.07,0.671,0.662,65.27,85.7,5.44,0.76,0.617,0.64,65.57
64.07,0.671,0.662,65.27,85.7,5.44,0.76,0.617,0.64,65.57
68.86,0.721,0.712,74.25,88.21,6.81,0.87,0.533,0.23,65.57
64.07,0.679,0.671,67.07,80.6,5.76,0.76,0.583,0.64,65.42
64.07,0.679,0.671,67.07,80.6,5.76,0.76,0.583,0.64,65.42
64.67,0.668,0.666,64.67,85.88,5.52,0.76,0.582,0.63,65.12
64.67,0.674,0.661,65.87,86.31,5.6,0.77,0.619,0.49,64.82
59.28,0.65,0.727,71.26,82.91,6.73,0.87,0.53,0.35,63.92
64.07,0.661,0.665,64.07,85.8,5.36,0.75,0.596,0.73,63.77
57.49,0.657,0.684,68.86,83.93,6.25,0.87,0.533,0.38,63.77
57.49,0.657,0.684,68.86,83.92,6.25,0.87,0.534,0.38,63.77
64.07,0.661,0.665,64.07,85.8,5.36,0.75,0.596,0.73,63.77
64.07,0.661,0.665,64.07,85.8,5.36,0.75,0.596,0.73,63.77
64.07,0.661,0.665,64.07,85.8,5.36,0.75,0.596,0.73,63.77
62.87,0.658,0.687,62.87,84.12,5.84,0.76,0.59,0.65,63.32
62.87,0.658,0.685,62.87,84.1,5.76,0.76,0.583,0.65,63.32
62.87,0.668,0.661,66.47,80.17,5.6,0.76,0.552,0.68,63.02
62.87,0.668,0.661,66.47,80.17,5.6,0.76,0.552,0.67,63.02
64.67,0.681,0.718,68.86,88.9,6.0,0.91,0.592,0.06,62.58
62.87,0.658,0.653,65.27,86.1,5.44,0.76,0.568,0.42,62.27
61.68,0.656,0.654,65.27,84.73,5.52,0.76,0.596,0.57,62.13
57.49,0.661,0.69,65.27,86.97,5.76,0.88,0.496,0.39,61.83
61.08,0.659,0.648,65.27,85.76,5.28,0.76,0.597,0.43,61.83
63.47,0.658,0.65,65.27,86.49,5.12,0.76,0.586,0.45,61.68
57.49,0.661,0.69,65.27,87.18,5.76,0.88,0.5,0.39,61.68
61.68,0.652,0.647,64.67,84.03,5.36,0.76,0.553,0.43,61.53
60.48,0.653,0.662,64.07,83.7,5.6,0.75,0.57,0.6,61.38
62.28,0.659,0.646,66.47,82.28,5.52,0.76,0.541,0.65,61.38
62.28,0.659,0.646,66.47,82.28,5.52,0.76,0.541,0.65,61.38
61.08,0.653,0.644,65.27,85.06,5.36,0.76,0.553,0.41,61.23
60.48,0.651,0.641,64.07,84.07,5.52,0.75,0.566,0.48,61.08
55.69,0.69,0.722,71.86,90.82,6.41,0.91,0.617,0.08,60.93
60.48,0.65,0.66,64.07,83.91,5.6,0.75,0.552,0.57,60.78
64.07,0.629,0.632,64.07,54.6,6.95,0.67,0.472,0.33,60.78
57.49,0.617,0.616,60.48,82.81,4.88,0.77,0.581,0.6,60.63
54.49,0.619,0.646,60.48,84.49,4.64,0.86,0.538,0.33,59.73
56.89,0.642,0.674,62.87,79.06,5.92,0.82,0.464,0.56,59.58
56.89,0.627,0.621,62.28,83.28,5.04,0.75,0.504,0.4,58.98
63.47,0.641,0.645,64.07,83.27,5.36,0.75,0.406,0.71,58.83
58.68,0.674,0.707,71.26,87.21,5.44,0.92,0.551,0.07,58.53
55.69,0.616,0.614,60.48,82.87,4.88,0.74,0.514,0.38,57.93
60.48,0.626,0.629,61.68,81.55,5.36,0.73,0.343,0.72,57.93
59.88,0.624,0.626,64.07,81.75,5.44,0.73,0.367,0.69,57.63
60.48,0.623,0.627,64.07,82.05,5.36,0.73,0.369,0.67,57.48
59.88,0.622,0.626,63.47,82.08,5.44,0.73,0.356,0.68,57.34
60.48,0.625,0.624,61.68,81.26,5.28,0.73,0.344,0.7,57.34
52.69,0.587,0.607,59.28,78.32,4.64,0.79,0.515,0.62,56.44
52.69,0.587,0.607,59.28,78.32,4.64,0.79,0.515,0.62,56.44
56.29,0.615,0.658,61.08,81.51,5.44,0.78,0.449,0.7,56.44
44.91,0.571,0.615,61.08,83.27,5.04,0.86,0.493,0.37,55.69
44.91,0.571,0.615,61.08,83.27,5.04,0.86,0.493,0.37,55.69
51.5,0.556,0.592,53.89,73.54,4.0,0.75,0.464,0.81,52.25
51.5,0.556,0.592,53.89,73.54,4.0,0.75,0.465,0.81,52.25
50.3,0.544,0.563,56.29,77.32,4.32,0.72,0.422,0.61,50.15
49.7,0.575,0.578,58.08,82.1,4.8,0.73,0.367,0.72,50.15
47.9,0.572,0.574,56.89,81.2,4.64,0.72,0.376,0.82,50.15
50.3,0.544,0.563,56.29,77.32,4.32,0.72,0.422,0.61,50.15
47.31,0.569,0.572,58.68,81.34,4.88,0.73,0.397,0.73,49.85
49.1,0.571,0.575,59.28,81.78,4.56,0.72,0.36,0.72,49.7
54.49,0.566,0.568,59.28,80.17,4.4,0.75,0.514,0.57,49.55
49.1,0.569,0.571,59.28,81.17,4.56,0.72,0.389,0.75,48.8
43.71,0.536,0.599,55.09,80.19,4.72,0.73,0.341,0.55,47.16
35.93,0.491,0.489,47.9,67.95,3.19,0.65,0.315,0.98,40.72
17.37,0.351,0.44,39.52,59.96,2.39,0.7,0.178,1.16,27.55
20.96,0.331,0.388,35.93,51.47,1.43,0.57,0.186,1.5,26.2
22.16,0.313,0.331,35.33,49.99,1.27,0.54,0.167,1.51,25.0
14.37,0.315,0.41,28.74,55.0,1.67,0.56,0.193,1.27,24.85
10.18,0.314,0.352,20.36,55.41,1.19,0.57,0.166,1.17,24.7
14.37,0.311,0.371,31.14,53.55,0.55,0.56,0.167,1.57,24.25
13.17,0.301,0.385,26.35,52.48,1.27,0.56,0.171,1.49,23.65
11.98,0.29,0.38,28.14,51.99,1.51,0.56,0.193,1.46,23.05
11.98,0.284,0.342,26.35,57.54,0.55,0.6,0.229,1.23,22.01
12.57,0.283,0.341,24.55,57.59,0.46,0.6,0.219,1.25,21.86
13.17,0.221,0.229,22.75,44.21,0.06,0.55,0.197,1.8,19.76
13.17,0.221,0.229,22.75,44.21,0.06,0.55,0.197,1.8,19.76
58.82,0.646,0.667,64.12,85.72,4.95,0.97,0.637,0.08,62.5
57.65,0.619,0.667,59.41,84.07,5.46,0.97,0.593,0.07,59.85
58.82,0.62,0.671,60.0,84.45,5.42,0.97,0.606,0.07,59.85
58.82,0.596,0.581,59.41,77.31,4.87,0.97,0.596,0.07,59.27
58.82,0.596,0.581,59.41,77.31,4.87,0.97,0.596,0.07,59.27
58.82,0.596,0.581,59.41,77.31,4.87,0.97,0.596,0.07,59.27
58.82,0.596,0.581,59.41,77.31,4.87,0.97,0.596,0.07,59.27
57.65,0.583,0.573,58.82,77.91,4.71,0.97,0.525,0.09,58.68
57.65,0.583,0.573,58.82,77.91,4.71,0.97,0.525,0.09,58.68
57.65,0.611,0.663,59.41,83.31,5.58,0.96,0.631,0.09,58.38
57.65,0.611,0.663,59.41,82.8,5.66,0.97,0.601,0.09,58.38
57.65,0.611,0.663,59.41,82.83,5.58,0.97,0.605,0.09,58.38
58.82,0.611,0.663,59.41,82.46,5.66,0.97,0.622,0.09,58.38
58.82,0.611,0.664,59.41,82.73,5.66,0.97,0.623,0.09,58.38
59.41,0.623,0.624,61.18,84.23,4.79,0.97,0.642,0.07,58.23
57.65,0.582,0.569,58.82,78.73,4.71,0.97,0.573,0.08,58.23
57.65,0.582,0.569,58.82,78.73,4.71,0.97,0.573,0.08,58.23
57.65,0.582,0.569,58.82,78.73,4.71,0.97,0.573,0.08,58.23
57.65,0.582,0.569,58.82,78.73,4.71,0.97,0.573,0.08,58.23
57.65,0.582,0.572,58.82,78.21,4.71,0.97,0.587,0.07,58.09
57.65,0.582,0.571,58.82,78.28,4.71,0.97,0.583,0.07,58.09
57.65,0.582,0.572,58.82,77.73,4.71,0.97,0.583,0.08,58.09
55.88,0.584,0.575,57.65,77.94,4.63,0.97,0.521,0.07,58.09
57.65,0.582,0.572,58.82,78.39,4.71,0.97,0.584,0.07,58.09
57.65,0.582,0.572,58.82,78.21,4.71,0.97,0.587,0.07,58.09
57.65,0.582,0.571,58.82,78.28,4.71,0.97,0.583,0.07,58.09
57.65,0.582,0.572,58.82,77.73,4.71,0.97,0.583,0.08,58.09
55.88,0.584,0.575,57.65,77.94,4.63,0.97,0.521,0.07,58.09
59.41,0.621,0.627,60.0,84.17,4.87,0.97,0.637,0.08,58.09
57.65,0.582,0.572,58.82,78.39,4.71,0.97,0.584,0.07,58.09
59.41,0.619,0.629,60.59,84.34,4.79,0.97,0.639,0.07,57.94
59.41,0.619,0.629,60.59,84.34,4.79,0.97,0.639,0.07,57.94
57.65,0.58,0.568,58.82,78.12,4.63,0.97,0.532,0.08,57.65
57.65,0.58,0.568,58.82,78.12,4.63,0.97,0.532,0.08,57.65
58.24,0.602,0.677,58.82,81.74,6.06,0.96,0.607,0.1,57.5
57.65,0.579,0.574,58.24,76.3,4.63,0.97,0.547,0.07,57.35
57.65,0.579,0.574,58.24,76.3,4.63,0.97,0.547,0.07,57.35
58.24,0.579,0.582,58.82,78.03,4.71,0.96,0.569,0.1,56.62
55.88,0.575,0.563,58.24,79.25,4.71,0.97,0.618,0.12,56.32
57.65,0.594,0.58,58.82,81.89,4.71,0.96,0.592,0.14,55.73
58.82,0.588,0.574,59.41,71.72,4.87,0.95,0.497,0.11,55.73
57.65,0.594,0.58,58.82,81.89,4.71,0.96,0.592,0.14,55.73
57.65,0.594,0.58,58.82,81.89,4.71,0.96,0.592,0.14,55.73
57.65,0.594,0.58,58.82,81.89,4.71,0.96,0.592,0.14,55.73
57.65,0.594,0.58,58.82,81.89,4.71,0.96,0.592,0.14,55.73
58.24,0.588,0.59,60.0,82.31,4.79,0.97,0.635,0.12,55.44
55.88,0.575,0.579,58.82,81.09,4.71,0.97,0.626,0.13,55.0
58.24,0.584,0.571,59.41,80.68,4.87,0.96,0.61,0.11,53.97
58.24,0.584,0.571,59.41,80.68,4.87,0.96,0.61,0.11,53.97
55.88,0.556,0.547,58.82,79.67,4.71,0.96,0.624,0.13,52.94
52.94,0.567,0.63,56.47,79.8,5.9,0.96,0.584,0.14,52.94
51.76,0.545,0.536,54.71,79.26,4.15,0.97,0.61,0.11,52.21
52.94,0.532,0.536,56.47,59.66,4.55,0.94,0.556,0.3,51.77
57.06,0.555,0.554,58.82,61.89,4.71,0.95,0.565,0.18,50.88
46.47,0.508,0.509,52.35,70.43,4.31,0.94,0.51,0.18,46.77
46.47,0.509,0.509,51.76,70.54,4.39,0.94,0.509,0.18,46.62
50.0,0.518,0.514,55.88,53.55,4.31,0.91,0.49,0.21,46.62
48.82,0.499,0.501,53.53,66.88,4.23,0.94,0.526,0.2,46.18
47.65,0.499,0.501,52.94,66.87,4.23,0.94,0.524,0.2,46.18
50.0,0.49,0.483,51.76,53.94,3.68,0.93,0.536,0.3,45.59
45.29,0.489,0.496,50.0,69.63,4.08,0.94,0.511,0.21,45.44
45.29,0.489,0.496,50.0,69.62,4.08,0.94,0.511,0.21,45.29
46.47,0.467,0.494,48.82,45.54,3.36,0.89,0.471,0.63,44.12
47.06,0.472,0.477,49.41,49.34,3.44,0.93,0.5,0.78,44.12
49.41,0.472,0.465,50.59,53.07,3.52,0.92,0.517,0.81,43.82
49.41,0.472,0.465,50.59,53.07,3.52,0.92,0.517,0.81,43.82
45.29,0.473,0.475,52.35,56.58,4.08,0.93,0.541,0.58,42.94
45.29,0.473,0.475,52.35,56.58,4.08,0.93,0.541,0.58,42.94
45.29,0.473,0.475,52.35,56.58,4.08,0.93,0.541,0.58,42.94
40.59,0.442,0.463,44.71,55.32,2.81,0.92,0.527,0.62,42.79
44.71,0.466,0.463,48.24,51.05,3.36,0.93,0.495,0.15,42.65
44.71,0.44,0.5,46.47,53.51,3.2,0.92,0.516,0.24,42.65
45.88,0.469,0.471,52.35,55.32,4.0,0.92,0.455,0.53,42.65
44.71,0.44,0.5,46.47,53.51,3.2,0.92,0.516,0.24,42.65
41.18,0.443,0.481,45.88,45.47,3.2,0.91,0.504,0.55,42.5
41.18,0.447,0.462,46.47,55.44,3.6,0.92,0.508,0.23,42.5
44.12,0.47,0.471,52.35,55.05,3.92,0.92,0.379,0.47,42.5
44.71,0.454,0.463,51.18,56.64,3.6,0.93,0.525,0.22,42.5
41.18,0.444,0.488,44.71,46.49,3.2,0.91,0.487,0.58,42.5
37.65,0.431,0.424,42.94,58.46,3.6,0.92,0.501,0.23,42.35
37.65,0.431,0.424,42.94,58.46,3.6,0.92,0.501,0.23,42.35
37.65,0.431,0.424,42.94,58.46,3.6,0.92,0.501,0.23,42.35
42.94,0.442,0.482,47.06,45.41,3.2,0.91,0.486,0.56,42.35
35.88,0.422,0.437,40.0,53.44,3.05,0.91,0.521,0.22,42.21
40.0,0.444,0.469,44.12,47.65,3.36,0.91,0.52,0.92,42.21
42.35,0.45,0.449,47.65,54.75,3.36,0.92,0.517,0.53,42.21
40.0,0.444,0.469,44.12,47.65,3.36,0.91,0.52,0.92,42.21
38.24,0.428,0.436,47.06,56.53,3.36,0.92,0.527,0.22,41.47
45.88,0.452,0.443,47.65,46.39,3.2,0.93,0.536,1.46,41.47
43.53,0.446,0.456,48.82,55.34,3.52,0.92,0.519,0.36,41.47
38.82,0.427,0.429,42.94,57.05,2.57,0.92,0.505,0.23,41.47
40.0,0.432,0.465,44.12,44.88,2.65,0.92,0.497,0.71,41.32
44.71,0.444,0.434,46.47,52.33,3.05,0.93,0.557,1.27,41.18
44.71,0.444,0.434,46.47,52.33,3.05,0.93,0.557,1.27,41.18
44.71,0.444,0.434,46.47,52.33,3.05,0.93,0.557,1.27,41.18
44.12,0.44,0.454,48.24,55.12,3.36,0.92,0.516,0.36,41.18
44.71,0.444,0.434,46.47,52.33,3.05,0.93,0.557,1.27,41.18
40.0,0.428,0.434,44.71,52.42,2.57,0.93,0.553,0.27,41.03
40.59,0.433,0.458,47.65,57.21,3.2,0.91,0.515,0.26,41.03
41.18,0.429,0.46,44.12,54.83,2.65,0.92,0.524,0.68,40.88
41.18,0.429,0.46,44.12,54.83,2.65,0.92,0.524,0.68,40.88
41.18,0.429,0.46,44.12,54.83,2.65,0.92,0.524,0.68,40.88
43.53,0.444,0.45,46.47,50.99,3.28,0.92,0.524,0.59,40.73
43.53,0.444,0.45,46.47,50.99,3.28,0.92,0.524,0.59,40.73
43.53,0.444,0.45,46.47,50.99,3.28,0.92,0.524,0.59,40.73
40.0,0.42,0.43,44.71,56.18,2.65,0.92,0.537,0.22,40.44
38.24,0.424,0.473,42.35,44.84,2.41,0.92,0.501,0.74,40.44
37.06,0.411,0.484,41.76,44.76,2.41,0.92,0.512,0.73,40.29
44.12,0.442,0.433,47.06,51.31,3.2,0.92,0.53,1.34,40.15
40.0,0.424,0.447,44.71,49.81,2.65,0.91,0.52,0.61,40.15
40.0,0.424,0.448,44.71,49.7,2.65,0.91,0.511,0.65,40.0
40.0,0.429,0.445,45.88,48.29,2.89,0.89,0.482,0.7,39.85
43.53,0.435,0.437,46.47,51.35,3.2,0.91,0.53,0.64,39.71
38.82,0.426,0.455,45.88,54.81,3.2,0.91,0.519,0.44,39.71
43.53,0.435,0.437,46.47,51.35,3.2,0.91,0.53,0.64,39.71
43.53,0.435,0.437,46.47,51.35,3.2,0.91,0.53,0.64,39.71
43.53,0.435,0.437,46.47,51.35,3.2,0.91,0.53,0.64,39.71
42.35,0.435,0.447,45.29,47.41,3.12,0.92,0.517,0.93,39.56
42.35,0.435,0.447,45.29,47.41,3.12,0.92,0.517,0.93,39.56
40.0,0.417,0.411,43.53,42.28,2.65,0.78,0.51,1.23,39.27
40.0,0.417,0.411,43.53,42.28,2.65,0.78,0.51,1.23,39.27
38.24,0.407,0.403,42.35,52.53,2.41,0.87,0.484,0.54,39.27
