GDT_TS,GDT_HA,GDC_SC,rmsd
93.47,78.16,56.96,1.54
94.14,80.86,52.07,1.36
79.49,63.89,39.29,2.53
75.6,60.78,50.15,14.2
91.67,76.5,56.9,1.5
78.39,65.27,38.38,5.11
72.92,57.08,29.94,3.93
77.72,59.02,39.09,3.24
94.59,83.11,62.9,1.34
80.16,62.82,41.93,2.9
94.82,86.26,60.02,1.32
37.61,22.23,6.14,8.21
92.95,79.49,58.74,1.51
95.7,89.03,73.78,1.28
94.59,82.88,60.64,1.34
18.69,11.21,0.94,17.32
90.77,82.36,65.59,9.71
78.53,61.41,40.65,3.12
89.84,78.27,59.26,9.81
39.27,29.12,12.6,37.88
61.97,45.42,23.1,6.63
55.0,44.17,25.68,9.04
72.92,57.91,28.75,3.18
78.64,59.19,28.31,2.98
77.17,57.66,28.68,3.08
32.27,23.18,7.18,14.03
88.62,72.61,56.56,1.51
84.43,67.37,51.03,1.79
54.55,47.73,30.84,10.75
84.88,67.21,54.18,1.65
82.27,65.17,40.12,2.11
64.44,48.24,23.37,7.08
10.91,6.14,2.45,36.09
79.58,62.91,28.75,2.29
46.95,40.5,57.84,1.58
79.27,64.1,38.2,2.71
87.87,73.5,58.35,2.05
39.27,31.32,17.66,38.59
74.58,56.25,28.86,2.75
65.84,52.81,28.27,7.14
95.59,87.44,71.66,1.25
29.85,22.79,13.51,33.78
29.41,22.94,12.68,41.67
90.3,83.53,65.16,9.86
90.65,84.35,63.52,9.81
71.48,54.58,28.07,4.22
83.8,66.55,44.61,1.81
60.78,50.0,57.8,2.76
82.48,64.07,50.68,2.75
24.32,20.0,5.13,17.88
31.32,22.2,9.76,42.78
83.8,69.02,42.17,1.85
90.07,80.61,57.16,10.01
73.8,55.65,38.59,3.47
90.77,73.42,48.88,1.6
96.49,92.2,77.48,1.18
87.84,71.85,45.34,1.59
65.84,51.41,29.03,6.92
42.5,33.33,0.0,17.44
90.54,84.46,65.55,9.82
82.48,64.07,40.69,1.84
88.77,72.0,57.36,1.38
65.42,51.25,27.84,9.32
90.42,82.71,64.75,9.72
35.29,26.91,18.96,40.24
88.86,77.5,57.92,3.75
77.56,59.83,37.36,2.46
66.55,52.81,28.8,6.9
92.57,77.25,55.92,1.59
61.36,45.68,30.21,8.01
52.8,30.96,16.14,5.33
66.2,52.11,28.18,7.02
77.5,62.5,33.98,2.48
94.14,80.41,60.16,1.5
95.59,89.14,72.67,1.33
85.0,68.75,37.61,1.67
96.15,91.41,76.86,1.31
78.27,63.67,48.53,10.12
86.67,70.42,39.28,1.47
89.6,76.75,36.45,9.72
20.91,13.87,1.19,20.47
74.78,55.38,40.63,2.9
90.19,80.84,64.67,9.85
83.45,69.01,43.37,1.83
85.03,67.96,52.34,1.7
72.08,56.66,28.48,3.22
66.9,52.47,26.63,7.0
62.18,42.52,21.89,3.56
90.3,83.88,65.77,9.84
82.75,68.31,42.26,1.88
90.42,76.2,58.13,1.38
66.67,46.66,19.17,3.62
96.49,92.31,77.33,1.25
82.92,65.83,36.78,2.14
51.7,29.98,18.39,7.87
59.73,46.71,33.81,12.06
82.04,66.55,33.99,2.57
67.25,52.81,30.73,6.96
79.27,63.03,39.1,2.12
57.94,48.53,34.89,8.84
36.32,28.09,18.07,38.94
89.97,75.9,58.84,1.43
57.5,40.42,14.67,5.98
90.54,83.18,63.38,9.71
90.77,83.88,64.77,9.47
70.0,51.67,19.39,3.12
84.58,71.67,44.32,1.62
96.04,91.29,77.04,1.27
94.14,81.08,50.08,1.36
84.58,67.5,37.2,1.72
90.54,84.7,65.71,9.78
66.55,46.13,18.59,4.3
93.92,80.86,57.16,1.35
80.56,61.97,27.06,2.14
74.58,56.25,28.86,2.75
93.92,81.31,58.72,1.34
84.61,66.88,52.02,1.87
83.8,69.02,40.94,1.82
38.53,28.97,14.08,38.7
70.83,51.25,20.45,3.54
71.73,53.62,33.37,9.7
42.72,26.63,0.0,8.65
96.27,92.08,76.43,1.22
89.95,81.66,62.08,9.78
45.23,32.27,22.1,10.94
17.5,11.59,1.28,20.52
46.61,31.34,15.48,13.0
75.0,60.0,32.23,2.77
72.18,53.87,30.73,4.15
46.82,32.5,15.92,13.15
73.95,62.12,46.66,6.65
28.41,22.5,6.53,19.08
96.04,89.37,73.91,1.29
76.25,57.92,31.1,2.4
40.14,29.58,10.44,15.17
95.93,90.5,73.27,1.39
75.6,60.78,50.15,14.2
85.42,69.58,37.12,1.68
94.59,81.31,60.85,1.41
58.09,53.23,32.89,13.96
25.0,18.09,8.31,42.22
74.51,56.14,36.4,3.32
71.48,53.17,29.71,4.12
67.96,52.12,35.12,9.06
95.06,82.94,67.64,0.88
96.38,92.2,77.7,1.25
51.36,36.13,24.85,12.36
75.0,55.99,28.18,3.53
81.69,67.25,37.33,2.02
36.91,27.94,19.42,44.52
35.68,26.14,11.19,13.89
65.14,46.48,21.38,5.19
79.17,62.5,31.48,2.25
40.88,31.62,20.14,37.61
76.5,56.41,32.61,2.55
32.39,21.83,5.01,14.5
13.32,8.09,1.26,22.89
55.63,37.39,11.91,5.89
90.72,78.29,58.47,1.63
91.12,82.83,67.41,9.69
40.91,28.86,16.25,10.64
87.58,71.26,56.1,1.63
90.77,84.35,63.75,9.72
83.45,69.36,36.66,2.12
56.2,43.75,24.99,16.62
75.65,57.77,37.01,3.63
71.48,54.58,28.07,4.22
37.06,27.21,18.7,38.59
91.92,79.64,58.79,1.34
31.47,23.82,15.63,37.13
41.18,32.2,21.37,39.09
72.89,54.93,26.75,3.73
76.63,57.06,39.29,3.02
64.74,44.87,21.13,4.19
75.0,57.75,27.48,2.49
84.86,71.12,43.49,1.86
92.57,79.28,53.69,1.43
87.58,73.81,54.41,4.1
92.34,76.58,56.17,1.61
94.59,82.88,62.09,1.32
91.24,77.14,57.61,1.45
80.77,64.1,41.51,2.2
72.53,53.87,28.56,3.67
36.49,18.02,2.22,9.81
86.67,70.42,40.39,1.74
72.62,54.86,29.49,4.6
78.33,59.58,32.05,2.34
88.18,81.59,45.8,6.96
46.36,30.23,12.38,10.24
55.45,41.37,28.67,10.66
42.95,28.18,18.58,13.73
24.32,17.57,2.75,17.81
96.04,89.59,66.72,1.33
87.33,77.83,60.18,10.65
57.73,44.32,29.16,16.33
48.33,32.5,17.73,10.31
56.08,43.81,20.84,12.48
67.96,53.17,33.3,9.68
25.23,17.05,5.52,21.01
58.1,45.42,24.72,10.25
44.77,29.55,20.56,12.58
30.68,23.64,14.8,18.69
70.0,54.17,24.55,3.51
93.69,78.61,52.75,1.31
77.88,59.3,40.2,3.16
86.09,73.42,54.41,10.68
74.56,56.03,38.74,3.07
95.02,86.08,70.16,1.3
55.6,43.32,24.14,8.44
80.02,65.54,51.75,9.99
79.93,65.14,28.56,2.73
87.44,68.44,52.99,1.7
63.77,53.29,40.22,16.56
30.44,22.06,12.35,15.26
28.97,20.44,12.91,36.99
54.09,40.23,27.48,10.86
93.47,80.18,61.45,1.37
93.33,80.0,50.42,0.91
41.47,31.77,21.72,39.13
61.27,46.83,30.88,8.44
79.02,62.61,40.03,3.33
30.29,21.62,9.86,36.84
96.04,90.27,77.01,1.32
90.77,82.71,62.41,9.68
37.82,22.22,6.76,8.21
75.92,57.01,39.76,3.17
95.27,83.56,49.83,1.35
90.0,76.67,38.83,1.28
49.58,38.33,11.89,10.67
91.47,77.25,62.68,2.3
94.37,82.66,57.78,1.31
92.22,80.54,59.93,1.33
35.59,26.47,12.86,43.29
94.82,83.33,62.77,1.31
76.85,57.77,42.83,2.8
30.44,20.0,7.65,42.23
81.69,65.14,34.58,2.53
90.42,82.01,67.26,9.38
30.42,21.25,6.44,13.04
31.59,25.0,15.48,14.27
84.16,69.02,43.23,1.84
90.65,84.69,65.45,9.79
70.94,51.28,34.24,2.7
18.66,9.86,2.7,16.36
66.17,58.09,43.76,14.49
88.08,75.7,60.0,9.89
82.05,72.27,46.39,5.58
73.83,54.67,28.02,7.98
94.59,83.11,62.9,1.34
25.0,19.36,3.78,15.32
90.54,82.36,61.97,9.74
43.64,30.68,14.54,10.12
27.95,22.73,9.21,18.47
83.33,67.31,44.48,1.87
72.94,53.8,38.28,3.48
30.44,23.97,14.95,39.23
70.83,54.59,26.02,3.32
46.77,35.44,22.27,16.22
71.83,53.17,28.09,3.67
73.37,54.24,36.35,3.15
92.31,77.14,58.85,1.47
65.23,47.27,23.8,8.57
91.82,86.45,69.19,9.77
39.55,29.54,12.47,13.55
65.84,51.41,29.03,6.92
90.77,83.76,67.88,9.73
82.5,65.42,33.98,2.31
94.91,87.22,72.64,1.56
28.68,20.59,10.48,22.94
59.27,50.29,35.68,12.6
75.0,60.0,32.23,2.77
77.77,59.78,36.15,3.34
74.02,54.19,36.92,3.13
89.67,73.95,54.39,1.43
90.54,82.83,64.09,9.72
67.73,53.41,32.94,8.95
50.91,35.91,24.87,12.21
87.97,79.44,59.24,9.73
87.39,71.58,49.97,1.73
92.57,77.48,57.58,1.53
90.42,82.71,62.27,9.76
10.0,7.04,1.42,59.91
62.58,42.97,33.32,5.62
5.82,3.21,0.46,23.93
78.29,58.23,32.82,5.29
72.89,54.58,31.35,3.64
80.99,65.14,36.06,2.57
82.5,70.0,42.8,1.91
95.7,88.12,71.71,1.36
92.12,77.25,56.02,1.56
88.96,72.3,46.21,1.7
87.72,70.95,56.23,1.44
30.44,23.97,14.95,39.23
41.2,28.87,10.12,11.88
84.58,67.52,50.88,1.75
76.85,56.8,32.14,2.99
90.17,75.21,57.09,1.56
63.18,48.86,32.54,10.3
54.67,42.88,22.91,12.07
91.17,78.89,58.53,1.38
94.82,83.11,59.23,1.35
93.24,79.73,56.25,1.51
79.24,62.28,39.07,3.21
90.42,83.76,63.67,9.81
10.91,6.14,2.45,36.09
56.44,45.21,30.18,14.04
55.16,42.66,24.52,17.02
90.65,83.76,63.88,9.76
91.22,76.35,53.29,1.66
78.83,59.01,32.61,3.62
55.73,46.91,28.72,9.21
73.24,54.58,26.63,3.3
78.42,63.25,37.44,2.69
91.44,76.35,54.41,1.69
91.67,78.61,48.88,1.4
91.0,84.34,65.94,9.72
73.75,55.0,24.47,2.68
76.79,59.95,38.79,3.62
79.19,58.94,43.42,4.96
61.82,48.18,32.77,9.99
28.53,20.15,8.43,40.01
72.08,56.66,28.48,3.22
89.53,75.43,51.1,1.79
65.49,52.47,29.06,7.1
72.08,56.66,28.48,3.22
97.22,89.96,64.4,1.39
88.64,82.5,53.33,6.85
91.0,83.76,62.92,9.72
37.68,29.23,6.6,14.55
63.89,42.31,17.7,4.02
34.12,25.59,17.86,38.55
57.94,48.53,34.89,8.84
65.0,47.09,23.33,4.48
60.45,47.95,32.7,22.04
64.09,46.82,23.71,9.29
59.85,50.44,38.55,8.68
91.0,83.41,64.47,9.67
96.49,91.74,77.5,1.23
44.32,32.5,24.1,12.87
85.42,68.33,38.6,1.52
20.0,14.54,7.13,22.8
81.2,65.6,40.61,2.16
38.86,27.5,12.84,22.55
96.15,91.41,78.35,1.26
43.18,32.5,13.59,22.72
78.63,63.25,37.26,2.75
93.69,80.86,55.59,1.37
91.0,84.11,65.95,9.68
95.05,83.56,60.13,1.35
25.88,17.5,6.75,36.99
9.58,5.84,0.91,75.24
92.52,85.05,65.69,9.72
77.77,59.46,42.82,2.96
94.14,81.31,57.54,1.39
23.72,16.88,5.91,16.38
68.18,50.68,33.66,6.18
79.58,62.91,29.05,2.29
78.97,61.74,39.14,3.2
83.8,69.72,43.14,1.9
96.27,91.52,77.15,1.17
85.78,68.41,49.1,2.66
89.37,75.75,60.92,4.07
82.92,67.08,38.3,1.91
55.73,43.24,24.79,12.88
95.51,80.69,67.9,0.88
32.5,22.91,3.98,19.19
33.53,19.02,10.86,17.37
32.79,25.73,12.93,40.33
64.09,47.27,28.74,8.95
24.4,16.47,7.29,19.24
77.45,58.37,40.07,3.03
95.02,88.01,71.53,1.36
71.14,53.86,35.71,6.2
88.74,69.59,43.19,1.62
79.58,62.5,30.95,2.16
71.83,52.81,27.42,3.55
96.27,91.4,75.22,1.19
84.58,67.52,51.27,1.77
90.54,83.3,63.23,9.78
80.98,65.81,39.14,2.2
92.22,78.59,64.36,1.75
31.36,24.32,12.01,16.95
83.8,69.02,40.94,1.82
82.05,72.27,46.39,5.58
93.69,81.08,58.94,1.38
70.83,51.66,23.52,3.41
10.91,6.14,2.45,36.09
39.13,21.9,10.88,15.99
94.82,84.24,63.15,1.36
79.27,62.6,39.14,2.13
33.97,25.29,16.72,37.27
90.54,82.36,61.97,9.74
92.34,77.48,56.91,1.55
80.13,63.68,40.0,2.18
72.18,53.52,26.39,3.97
72.18,54.23,31.11,3.88
90.54,84.34,62.81,9.8
26.18,19.41,12.05,43.33
84.51,70.07,41.76,1.95
61.36,46.59,29.93,7.78
61.53,50.45,38.81,16.41
72.45,53.04,34.99,3.0
53.41,37.73,15.62,7.54
62.95,47.27,31.54,7.83
72.55,55.02,31.21,9.2
62.13,51.65,39.08,16.24
82.39,67.25,40.26,1.85
92.29,80.61,62.4,1.43
95.81,89.14,73.52,1.29
94.37,82.66,59.79,1.31
19.32,12.04,0.58,23.17
28.38,20.44,9.83,36.96
54.77,41.14,26.48,10.66
38.41,23.64,9.6,11.41
90.99,76.13,53.54,1.69
34.85,26.62,16.31,38.16
90.89,84.46,66.52,9.7
30.68,23.64,14.8,18.69
44.77,29.55,20.75,12.58
90.77,84.35,63.75,9.72
63.92,50.0,29.68,8.96
91.92,79.64,58.79,1.34
84.51,70.42,39.85,1.94
72.16,61.23,47.52,11.71
79.92,63.24,39.04,2.25
76.8,60.33,38.09,6.74
85.63,69.16,52.2,9.67
23.24,14.44,4.25,13.27
82.08,62.08,24.81,1.75
31.47,23.82,15.63,37.13
87.42,71.26,54.88,1.46
94.82,81.53,61.41,1.42
22.01,15.6,2.45,20.14
55.27,43.15,26.34,16.93
76.67,58.34,30.87,2.26
65.84,51.76,27.51,6.9
80.0,61.25,29.96,1.91
78.42,60.47,36.63,2.36
94.14,81.98,58.94,1.32
84.16,70.07,42.99,1.92
84.28,66.02,46.44,4.66
95.59,89.7,73.18,1.27
94.37,82.66,57.41,1.36
72.53,54.23,31.14,3.93
78.33,60.0,32.05,2.34
95.95,88.06,61.55,1.34
76.63,57.61,39.94,3.17
95.7,87.78,69.66,1.19
94.37,82.43,63.15,1.34
78.8,62.01,39.21,3.2
62.92,48.75,26.74,9.44
35.59,26.47,12.86,43.29
95.47,89.48,72.98,1.35
84.51,70.07,41.76,1.95
83.83,66.32,50.93,1.72
80.54,61.23,39.84,2.09
95.14,88.8,71.29,1.36
88.96,71.17,44.39,1.75
96.38,92.42,77.72,1.28
96.27,91.97,78.04,1.24
91.0,83.76,62.92,9.72
83.1,68.66,41.97,1.87
66.9,50.7,29.77,7.07
95.02,87.56,68.36,1.26
87.72,70.95,56.23,1.44
89.17,75.83,42.46,1.35
13.17,8.68,1.5,18.87
59.17,42.09,14.92,5.4
75.7,57.75,30.53,2.83
57.34,44.61,20.64,16.77
10.91,6.14,2.45,36.09
78.86,62.73,34.15,8.62
83.45,69.01,42.58,1.86
89.67,73.95,54.96,1.43
75.83,57.5,29.81,2.28
39.12,29.56,15.31,38.05
41.82,29.09,15.31,18.36
40.91,25.91,15.97,15.78
78.14,63.62,46.64,8.54
45.42,32.04,12.93,7.71
60.68,45.0,20.35,10.69
68.16,48.93,25.97,3.59
96.15,90.72,77.66,1.29
60.68,50.91,29.93,14.71
50.0,35.68,4.98,8.55
77.45,60.38,38.78,3.48
10.68,7.96,0.65,63.02
77.5,60.0,30.23,2.24
77.12,58.16,39.13,3.16
90.42,81.89,62.82,9.8
84.01,64.42,31.28,1.75
90.0,76.67,39.39,1.32
16.02,10.48,2.73,20.76
82.78,65.57,49.59,1.79
96.27,91.52,77.07,1.21
77.84,64.52,48.79,14.24
96.49,92.31,76.74,1.23
75.83,57.5,23.6,2.65
61.67,42.08,10.46,4.53
52.95,37.27,16.71,7.54
40.73,30.59,19.52,43.98
95.93,90.95,76.15,1.27
96.15,91.63,77.45,1.29
69.17,51.25,22.99,4.16
89.07,75.0,61.09,2.47
87.72,74.25,52.11,2.46
72.45,57.04,40.78,14.29
66.2,51.76,28.35,6.9
85.91,75.23,52.54,6.04
78.63,63.89,36.94,2.7
96.15,87.78,69.46,1.32
78.26,60.76,38.18,3.31
96.58,86.97,56.98,1.3
63.38,48.59,21.82,7.36
96.27,90.95,75.12,1.33
24.32,19.77,5.78,17.88
45.23,32.27,22.1,10.94
26.62,18.68,4.05,41.75
88.51,71.17,49.77,1.49
93.92,81.08,56.92,1.35
75.0,55.98,27.95,2.9
75.83,57.5,29.81,2.28
66.2,52.47,27.59,7.09
79.93,65.14,31.85,2.69
94.59,82.88,62.17,1.32
80.83,67.92,35.38,2.27
90.54,83.06,64.62,9.79
95.05,82.66,59.17,1.35
91.22,76.58,54.6,1.64
54.58,41.2,0.0,9.57
87.58,70.81,33.88,1.66
60.04,39.31,14.39,3.85
32.06,25.44,15.73,42.65
85.83,72.92,41.25,1.66
67.52,51.8,36.5,10.21
75.71,56.25,38.61,3.16
38.97,28.23,12.67,37.87
76.63,59.13,37.76,3.6
60.0,49.55,28.79,14.62
78.31,59.78,41.08,3.06
86.09,73.42,54.41,10.68
27.21,19.12,10.29,36.96
78.63,61.75,36.48,2.13
93.02,77.93,48.82,1.31
65.49,52.47,28.8,7.05
34.85,26.62,16.31,38.16
94.14,81.08,56.05,1.37
86.53,68.41,49.89,1.68
93.92,84.23,65.62,1.42
96.15,89.93,74.23,1.28
62.39,42.31,21.03,4.6
97.01,90.17,64.8,1.38
91.0,83.76,62.92,9.72
91.17,77.69,58.99,1.32
52.08,38.75,13.52,9.7
90.65,81.89,65.43,9.78
30.0,22.5,12.41,16.55
83.98,66.02,53.76,2.36
87.87,73.2,55.69,2.03
89.49,80.38,63.17,9.81
76.3,56.74,31.6,3.08
30.29,21.62,9.86,36.84
72.08,56.66,28.48,3.22
35.73,25.88,9.02,45.22
97.22,89.96,64.4,1.39
82.5,64.17,37.27,1.78
59.17,43.75,12.54,5.56
84.58,69.58,36.14,1.81
58.18,43.41,26.08,10.29
46.79,33.86,21.73,17.88
86.14,74.55,59.35,4.81
93.16,80.13,59.9,1.42
90.3,84.11,65.59,9.82
90.3,81.31,61.51,9.76
83.37,63.91,40.98,1.88
50.23,39.32,20.89,16.69
78.53,60.71,41.48,2.99
83.75,70.0,43.14,1.79
57.05,43.63,26.78,15.23
90.42,84.11,60.13,9.7
90.54,82.01,64.13,9.81
36.77,28.97,16.58,39.5
82.92,65.83,36.78,2.14
95.59,88.58,73.28,1.34
84.51,70.07,41.76,1.95
96.27,92.2,76.65,1.28
73.75,55.42,28.54,2.53
86.54,72.86,50.32,1.99
31.32,24.11,13.77,44.53
30.0,19.58,7.27,14.51
84.51,70.42,42.08,1.93
95.7,90.39,74.52,1.3
87.97,79.44,59.24,9.73
91.62,78.89,59.93,1.27
85.21,69.72,45.51,1.84
72.01,56.29,44.99,14.27
55.68,39.09,20.77,9.0
94.37,81.08,60.91,1.4
36.47,27.65,14.82,38.38
95.02,88.12,71.3,1.33
63.32,54.04,40.52,13.48
67.61,49.3,24.63,4.24
27.5,18.09,7.79,37.17
39.09,29.23,7.16,14.9
85.21,70.77,41.0,1.92
97.22,90.81,64.77,1.38
96.04,91.18,76.68,1.2
31.91,24.86,13.95,44.3
92.29,84.0,66.26,9.71
77.14,61.54,36.04,2.55
90.42,84.46,64.87,9.83
76.3,57.39,38.48,3.23
94.59,83.11,62.9,1.34
80.34,63.46,38.49,2.08
48.87,43.66,62.5,1.53
65.68,47.96,23.94,7.09
86.67,68.75,38.71,1.44
96.38,92.42,79.93,1.29
90.54,84.58,64.09,9.82
70.68,53.04,28.55,8.81
71.83,53.17,30.88,3.75
57.34,44.46,20.38,16.62
50.83,37.5,19.92,9.15
78.42,62.6,39.62,2.33
96.27,92.31,77.09,1.27
75.35,54.67,24.9,4.74
78.31,59.78,41.08,3.06
42.72,26.63,0.0,8.65
39.13,21.9,10.88,15.99
52.8,30.96,16.14,5.33
60.93,41.92,30.63,5.45
83.56,66.67,44.8,2.13
90.12,76.95,56.95,1.35
89.53,75.43,51.1,1.79
85.56,71.48,43.49,1.86
94.14,80.41,60.16,1.5
79.06,64.53,38.74,2.67
61.14,45.45,23.17,9.96
94.16,86.45,68.3,1.28
89.52,77.39,55.7,1.5
76.41,57.88,38.57,3.36
10.91,6.14,2.45,36.09
90.77,83.18,66.26,9.69
22.86,14.11,1.4,24.89
78.04,60.28,45.8,9.84
29.85,21.47,11.07,17.28
96.27,90.5,72.1,1.23
84.58,69.91,56.4,5.42
63.02,51.5,38.05,16.5
91.89,76.36,56.63,1.56
55.23,42.05,23.37,18.77
95.27,83.33,59.67,1.34
75.6,60.78,50.15,14.2
96.38,92.2,78.4,1.25
33.1,22.54,4.16,14.47
83.33,68.33,37.61,1.65
60.26,38.89,19.21,3.79
71.63,51.09,32.84,3.16
83.1,68.66,43.7,1.91
88.44,75.7,37.43,9.8
58.09,53.09,29.5,13.86
95.27,83.33,59.67,1.34
74.17,59.17,28.79,3.35
90.54,82.59,61.96,9.78
70.83,53.33,28.18,2.96
91.44,77.03,56.11,1.6
72.53,54.23,31.14,3.93
87.42,73.35,52.67,2.08
90.89,83.53,66.92,9.66
35.29,26.91,15.7,42.21
58.09,48.67,32.87,8.98
26.2,16.17,6.02,17.63
51.67,39.59,22.12,10.48
93.47,80.41,58.2,1.28
74.58,67.5,39.36,9.17
67.96,50.0,28.42,5.5
48.33,32.5,17.73,10.31
26.07,15.38,3.75,12.33
56.32,48.68,32.61,13.54
27.93,18.47,0.0,11.84
45.3,32.05,13.88,10.52
41.36,29.77,6.62,13.04
17.36,10.63,2.01,22.55
90.27,75.15,58.47,2.13
73.59,54.58,29.97,3.31
31.32,24.11,13.77,44.53
76.2,56.69,40.33,2.99
79.4,61.41,43.79,2.9
88.96,73.42,48.65,1.58
65.83,47.5,20.19,4.47
79.24,63.1,39.73,3.21
89.67,75.15,58.07,1.77
95.7,89.26,72.46,1.31
33.48,19.35,11.07,15.9
74.58,57.09,29.3,3.08
95.05,83.78,62.63,1.34
63.01,41.74,19.6,7.99
70.42,50.35,29.21,3.71
6.09,2.93,0.73,23.59
36.91,27.94,15.87,40.79
94.59,80.63,59.83,1.48
82.04,66.55,33.52,2.55
79.06,63.25,39.23,2.68
82.91,67.73,45.23,2.21
43.59,27.72,15.13,9.41
55.41,36.03,10.1,5.31
95.14,87.78,71.87,1.34
94.82,81.53,61.41,1.42
27.94,20.15,9.99,38.74
78.1,58.7,37.16,3.0
72.85,54.98,32.38,4.72
84.16,69.72,43.7,1.89
40.45,30.68,12.38,11.77
28.82,20.29,12.45,36.47
39.58,30.41,8.26,20.0
95.05,82.66,59.17,1.35
43.8,28.63,10.81,8.12
93.69,80.18,53.75,1.23
78.53,60.49,40.49,3.19
72.89,54.58,31.41,3.71
92.12,77.7,53.46,1.51
90.54,82.36,66.22,9.71
37.68,25.36,14.34,13.55
74.18,56.89,31.17,9.36
90.77,83.76,67.88,9.73
80.98,66.24,39.41,2.22
96.27,92.08,78.67,1.25
75.0,55.28,31.09,3.48
95.59,86.43,57.62,1.34
21.86,12.57,5.49,18.93
96.37,86.11,62.95,1.28
77.61,59.56,44.25,2.24
69.58,54.17,23.71,3.76
66.14,50.46,32.15,9.85
51.7,29.98,18.39,7.87
28.82,20.59,8.24,41.54
89.74,75.64,54.1,1.58
78.04,60.33,39.59,3.18
88.86,82.73,42.96,6.75
75.42,56.67,30.27,2.29
96.04,88.58,70.73,1.39
76.79,57.88,37.09,3.17
65.12,54.64,38.56,16.3
35.88,26.76,17.75,38.3
71.83,53.17,28.09,3.67
55.81,42.55,24.85,8.22
95.25,88.01,68.12,1.26
66.2,51.76,28.35,6.9
72.9,62.42,47.48,10.81
43.82,34.56,20.39,38.76
25.45,18.86,7.37,18.92
70.96,55.09,44.23,14.27
84.88,68.26,50.93,1.9
87.58,71.26,56.1,1.63
78.15,60.81,37.03,3.34
95.7,89.37,74.6,1.28
42.72,26.63,0.0,8.65
24.85,17.5,5.71,39.71
90.07,81.08,63.14,9.8
93.67,81.56,35.94,1.35
57.91,36.75,16.59,3.98
66.9,53.52,26.83,7.01
18.59,13.03,3.62,19.21
90.65,83.06,62.7,9.74
60.59,39.41,14.89,5.19
79.56,62.17,41.19,2.99
58.8,42.25,16.45,6.21
79.46,61.74,42.02,3.02
30.29,21.62,9.86,36.84
52.99,39.45,16.57,16.18
76.13,58.71,35.88,4.47
44.37,32.75,14.57,12.53
76.74,57.72,38.86,3.16
62.08,44.17,20.98,4.87
21.36,12.96,1.42,15.71
63.41,46.36,29.41,8.51
39.85,29.26,15.51,38.2
59.51,46.83,25.04,8.89
95.7,89.7,72.17,1.28
60.23,44.55,22.73,10.19
78.42,62.39,39.81,2.67
83.45,69.01,43.37,1.83
79.24,63.04,39.83,3.21
36.62,28.82,16.2,40.99
79.17,62.08,39.87,2.41
79.4,62.28,42.73,3.01
94.37,81.53,58.88,1.39
73.24,54.58,26.63,3.3
94.37,81.31,58.49,1.5
79.21,62.85,37.97,8.47
72.89,54.58,31.09,3.64
46.82,32.5,15.92,13.15
90.54,83.18,63.38,9.71
80.34,63.46,38.7,2.09
82.92,65.83,35.68,2.18
71.67,55.41,26.86,3.3
95.27,83.56,58.88,1.35
90.54,83.88,65.56,9.77
79.06,62.82,39.58,2.14
32.21,21.47,9.61,39.43
82.08,62.5,37.73,1.74
79.13,62.28,38.49,3.28
95.81,86.66,60.14,1.34
10.91,6.14,2.45,36.09
78.63,63.67,38.34,2.65
89.37,79.2,62.84,9.83
97.22,90.6,64.77,1.38
57.27,35.9,18.05,4.16
88.91,82.24,66.56,10.54
77.92,60.41,30.76,2.21
92.12,77.93,53.13,1.51
41.14,28.64,14.08,18.09
95.94,88.03,62.09,1.31
95.5,84.46,61.9,1.39
65.68,48.41,29.14,8.21
81.44,62.27,48.86,1.87
83.45,69.01,43.37,1.83
75.7,57.75,30.53,2.83
91.0,83.06,65.71,9.69
95.59,88.8,72.02,1.33
42.61,30.63,2.14,11.83
34.41,25.59,12.32,37.7
78.48,61.14,37.87,3.28
30.39,22.16,9.9,22.4
96.38,91.86,77.17,1.21
88.23,80.43,65.51,10.65
24.85,18.53,7.49,35.53
63.42,41.3,27.93,3.81
67.09,47.22,22.99,3.37
66.2,52.11,28.59,7.0
72.23,53.7,32.59,3.43
82.5,65.42,33.98,2.31
78.63,62.82,38.76,2.63
95.05,82.66,59.17,1.35
29.56,23.53,11.72,41.83
70.0,51.25,23.07,3.32
89.07,77.39,58.76,6.38
75.42,56.67,28.98,2.69
87.05,75.68,59.58,5.54
32.75,22.18,3.64,14.49
86.14,74.55,59.35,4.81
42.95,30.23,12.19,13.35
92.06,86.33,69.05,9.66
78.53,60.71,41.48,2.99
94.82,83.56,62.88,1.28
74.1,57.48,28.07,14.25
90.77,84.23,67.89,9.69
71.8,49.78,25.93,2.65
95.27,83.33,59.28,1.34
40.44,30.3,16.05,30.91
39.27,31.32,17.66,38.59
82.27,65.17,40.12,2.11
90.65,83.76,63.88,9.76
82.39,66.55,36.1,1.85
53.15,38.53,22.77,16.65
95.59,87.56,68.41,1.11
92.07,79.49,59.74,1.4
84.73,65.72,44.41,1.85
95.7,89.82,73.65,1.32
76.25,57.01,40.88,3.12
33.82,28.23,17.91,39.22
76.87,59.93,41.92,9.3
78.2,63.03,36.48,2.66
95.7,89.71,74.31,1.31
53.18,39.55,28.79,15.05
45.44,34.41,20.23,15.45
79.56,62.17,41.19,2.99
53.85,38.23,21.39,7.77
22.27,16.14,0.0,22.69
95.27,83.33,59.28,1.34
90.0,76.67,38.6,1.32
75.47,54.79,27.33,4.71
79.24,63.05,39.68,3.21
